y_test,y_pred
-0.4870341394230769,-0.2535679445779204
-0.4870341394230769,-0.37443679216488535
0.0,-0.06537305646664612
-0.1857409259259259,-0.20023753816464188
-0.0425000423728813,-0.12484462152367373
0.0895536607142857,-0.28445428511979864
-0.0455909545454545,-0.01706888600604886
-0.2279547727272727,-0.17715887703430536
0.2458335784313725,-0.09132216581464117
0.0,0.004857561983569958
-0.3582146428571429,-0.41120881822483535
0.0491667156862745,-0.14837859559622366
-0.1367728636363636,-0.3697827457229562
0.1419341037735849,-0.06878530677039438
0.1003001,0.11625328905904403
0.2458335784313725,0.19537135112584353
-0.0425000423728813,-0.06229334002016082
0.0864656034482758,-0.0025443632888106915
-0.0864656034482758,-0.03454752218855414
0.0928704629629629,0.11748447400616097
-0.1671668333333333,-0.1630910197831625
0.0439912719298245,0.005017043626620615
-0.1044792708333333,0.023919056194302957
-0.2180436956521739,-0.05585470615032048
0.0425000423728813,-0.1063576165539106
-0.0439912719298245,-0.06946356289768871
-0.0455909545454545,-0.09937158109484204
-0.3134378125,-0.03660771001476018
-0.1928848076923077,-0.0019222707085909674
0.0511735204081632,0.04852367895995871
0.0864656034482758,-0.06902043632228957
-0.1857409259259259,-0.04955825517825449
-0.4870341394230769,-0.2545122951341072
0.0,-0.13114520096232216
0.0,-0.058840627980432464
-0.0425000423728813,-0.06113322950618175
-0.0964424038461538,-0.05304690816493482
0.0425000423728813,-0.09441801863359492
-0.2365568396226415,-0.14303335595863373
0.0,0.10726161728502362
0.0425000423728813,0.00043076841542291633
-0.4870341394230769,-0.2129512172564925
-0.3009003,-0.0764890291077038
-0.3441670098039216,-0.11349455969788988
-0.0895536607142857,-0.22469905844842572
-0.2279547727272727,-0.0033946642228918356
-0.1319738157894736,-0.1974946086101582
-0.0491667156862745,-0.027185287061224778
0.0425000423728813,-0.02377302941038914
-0.0808871774193548,-0.013617169590427775
-0.0864656034482758,0.018734905981257044
0.0,-0.04277181482977335
-0.2279547727272727,-0.1368472795476551
-0.2089585416666666,-0.22931602180386249
-0.2279547727272727,-0.2778067000494091
-0.0455909545454545,0.01316325453531314
0.0,-0.0731571590449144
0.0,-0.06544049809033589
-0.0455909545454545,-0.0583865781330227
0.0,-0.10331017324214795
0.0864656034482758,0.06785325651993432
-0.1003001,0.05063274727518438
-0.0491667156862745,-0.06875511784606783
-0.1857409259259259,-0.1801462209653852
-0.2279547727272727,-0.09352204991429006
0.0,-0.00045544734346125715
0.1671668333333333,0.17505601969208145
-0.0439912719298245,0.007653134800100991
0.0,-0.07642280500418955
-0.0895536607142857,-0.0922212682108017
0.0,-0.022752937569822856
0.0,-0.09607645406295359
-0.0895536607142857,-0.12057056388898565
0.0,-0.1066499037069161
