y_test,y_pred
-2.0,-4.74349857114563
-3.0,-3.14
-3.0,-3.09
-18.0,-12.145614973262035
-8.0,-6.281871657754011
-9.0,-5.103743315508021
-7.0,-5.683650793650794
-5.0,-5.834948580830934
-1.0,-1.630960520960521
5.0,2.42
1.0,0.7
8.0,1.29650142885437
7.0,-4.5251254845372495
-5.0,-1.409510511275217
-13.18716577540107,-11.89352941176473
-12.0,-6.153650793650794
-1.0,-0.13837959426194718
4.0,1.9173346914523381
0.0,-0.3595238095238096
1.0,0.02333333333333332
0.0,-1.6288441188441185
-21.0,-13.35187165775401
-6.0,-5.50349857114563
-12.0,-9.849510511275218
-17.0,-15.47
-20.0,-15.47
3.0,-4.32
-4.0,-2.56
0.0,-1.4983795942619471
-5.0,-4.247883597883598
-15.18716577540107,-10.756439747616236
9.211640211640212,4.813822822058112
0.0,-0.8176388535212064
-8.0,-0.4010449028096086
-4.0,-5.087486631016043
2.0,1.1138227513227514
0.0,-4.703743315508022
-1.0,-1.582575494222553
-2.0,-2.2944471519765637
-3.0,-3.207883597883598
-4.0,-3.517883597883598
-13.0,-9.559510511275217
-1.0,0.20481481481481484
-1.0,-1.5330769230769232
5.0,1.3283730866083807
5.0,1.3283730866083807
-2.0,-2.035614973262032
-3.0,-4.001871657754011
6.0,5.399039479039479
8.0,5.399039479039479
-3.0,-4.92212262682851
-5.0,-3.535370228899641
3.0,1.1525
-4.0,-3.4825
1.0,-3.518076923076923
4.0,0.7426175567352038
-2.0,-1.2310993744817273
2.0,-1.8473821690292278
3.0,1.310833333333333
2.0,-0.0738095238095238
